id,name,generation,type_1,type_2,ability_1,ability_2,hidden_ability,is_legendary,hp,atk,def,sp_atk,sp_def,speed,total
965,varoom,9,steel,poison,overcoat,,slow-start,0,45,70,63,30,45,47,300
966,revavroom,9,steel,poison,overcoat,,filter,0,80,119,90,54,67,90,500
967,cyclizar,9,dragon,normal,shed-skin,,regenerator,0,70,95,65,85,65,121,501
968,orthworm,9,steel,,earth-eater,,sand-veil,0,70,85,145,60,55,65,480
969,glimmet,9,rock,poison,toxic-debris,,corrosion,0,48,35,42,105,60,60,350
970,glimmora,9,rock,poison,toxic-debris,,corrosion,0,83,55,90,130,81,86,525
971,greavard,9,ghost,,pickup,,fluffy,0,50,61,60,30,55,34,290
972,houndstone,9,ghost,,sand-rush,,fluffy,0,72,101,100,50,97,68,488
973,flamigo,9,flying,fighting,scrappy,tangled-feet,costar,0,82,115,74,75,64,90,500
974,cetoddle,9,ice,,thick-fat,snow-cloak,sheer-force,0,108,68,45,30,40,43,334
975,cetitan,9,ice,,thick-fat,slush-rush,sheer-force,0,170,113,65,45,55,73,521
976,veluza,9,water,psychic,mold-breaker,,sharpness,0,90,102,73,78,65,70,478
977,dondozo,9,water,,unaware,oblivious,water-veil,0,150,100,115,65,65,35,530
978,tatsugiri-curly,9,dragon,water,commander,,storm-drain,0,68,50,60,120,95,82,475
979,annihilape,9,fighting,ghost,vital-spirit,inner-focus,defiant,0,110,115,80,50,90,90,535
980,clodsire,9,poison,ground,poison-point,water-absorb,unaware,0,130,75,60,45,100,20,430
981,farigiraf,9,normal,psychic,cud-chew,armor-tail,sap-sipper,0,120,90,70,110,70,60,520
982,dudunsparce-two-segment,9,normal,,serene-grace,run-away,rattled,0,125,100,80,85,75,55,520
983,kingambit,9,dark,steel,defiant,supreme-overlord,pressure,0,100,135,120,60,85,50,550
984,great-tusk,9,ground,fighting,protosynthesis,,,0,115,131,131,53,53,87,570
985,scream-tail,9,fairy,psychic,protosynthesis,,,0,115,65,99,65,115,111,570
986,brute-bonnet,9,grass,dark,protosynthesis,,,0,111,127,99,79,99,55,570
987,flutter-mane,9,ghost,fairy,protosynthesis,,,0,55,55,55,135,135,135,570
988,slither-wing,9,bug,fighting,protosynthesis,,,0,85,135,79,85,105,81,570
989,sandy-shocks,9,electric,ground,protosynthesis,,,0,85,81,97,121,85,101,570
990,iron-treads,9,ground,steel,quark-drive,,,0,90,112,120,72,70,106,570
991,iron-bundle,9,ice,water,quark-drive,,,0,56,80,114,124,60,136,570
992,iron-hands,9,fighting,electric,quark-drive,,,0,154,140,108,50,68,50,570
993,iron-jugulis,9,dark,flying,quark-drive,,,0,94,80,86,122,80,108,570
994,iron-moth,9,fire,poison,quark-drive,,,0,80,70,60,140,110,110,570
995,iron-thorns,9,rock,electric,quark-drive,,,0,100,134,110,70,84,72,570
996,frigibax,9,dragon,ice,thermal-exchange,,ice-body,0,65,75,45,35,45,55,320
997,arctibax,9,dragon,ice,thermal-exchange,,ice-body,0,90,95,66,45,65,62,423
998,baxcalibur,9,dragon,ice,thermal-exchange,,ice-body,0,115,145,92,75,86,87,600
999,gimmighoul,9,ghost,,rattled,,,0,45,30,70,75,70,10,300
1000,gholdengo,9,steel,ghost,good-as-gold,,,0,87,60,95,133,91,84,550
1001,wo-chien,9,dark,grass,tablets-of-ruin,,,1,85,85,100,95,135,70,570
1002,chien-pao,9,dark,ice,sword-of-ruin,,,1,80,120,80,90,65,135,570
1003,ting-lu,9,dark,ground,vessel-of-ruin,,,1,155,110,125,55,80,45,570
1004,chi-yu,9,dark,fire,beads-of-ruin,,,1,55,80,80,135,120,100,570
1005,roaring-moon,9,dragon,dark,protosynthesis,,,0,105,139,71,55,101,119,590
1006,iron-valiant,9,fairy,fighting,quark-drive,,,0,74,130,90,120,60,116,590
1007,koraidon,9,fighting,dragon,orichalcum-pulse,,,1,100,135,115,85,100,135,670
1008,miraidon,9,electric,dragon,hadron-engine,,,1,100,85,100,135,115,135,670
1009,walking-wake,9,water,dragon,protosynthesis,,,0,99,83,91,125,83,109,590
1010,iron-leaves,9,grass,psychic,quark-drive,,,0,90,130,88,70,108,104,590
1011,dipplin,9,grass,dragon,supersweet-syrup,gluttony,sticky-hold,0,80,80,110,95,80,40,485
1012,poltchageist,9,grass,ghost,hospitality,,heatproof,0,40,45,45,74,54,50,308
1013,sinistcha,9,grass,ghost,hospitality,,heatproof,0,71,60,106,121,80,70,508
1014,okidogi,9,poison,fighting,toxic-chain,,guard-dog,1,88,128,115,58,86,80,555
1015,munkidori,9,poison,psychic,toxic-chain,,frisk,1,88,75,66,130,90,106,555
1016,fezandipiti,9,poison,fairy,toxic-chain,,technician,1,88,91,82,70,125,99,555
1017,ogerpon,9,grass,,defiant,,,1,80,120,84,60,96,110,550
1018,archaludon,9,steel,dragon,stamina,sturdy,stalwart,0,90,105,130,125,65,85,600
1019,hydrapple,9,grass,dragon,supersweet-syrup,regenerator,sticky-hold,0,106,80,110,120,80,44,540
1020,gouging-fire,9,fire,dragon,protosynthesis,,,0,105,115,121,65,93,91,590
1021,raging-bolt,9,electric,dragon,protosynthesis,,,0,125,73,91,137,89,75,590
1022,iron-boulder,9,rock,psychic,quark-drive,,,0,90,120,80,68,108,124,590
1023,iron-crown,9,steel,psychic,quark-drive,,,0,90,72,100,122,108,98,590
1024,terapagos,9,normal,,tera-shift,,,1,90,65,85,65,85,60,450
